tech,workgroup,product_family,contract,title,script_name,sr_severity,sr_id,feature,theater,tech_dnac,subtech,company,_id,time,report_date
DNA___Software_Defined_Access,NULL,SDNMGMT,201346732,All Host ping fail between each SDA Edge-Switches,sda_new_case_1,1,685142557,SDA,AMER,,Appliance_sd_access,KB_SECURITIES,5b89850a6e7763001962f738,2018-08-31T18:12:26.292Z,2018-08-31
DNA___Software_Defined_Access,NULL,NULL,NULL,Proactive case for SDA UAT support on Friday 5 Oct 9AM-12PM GMT+7,sda_new_case_1,3,685355903,SDA,APAC,,Appliance_sd_access,ADVANCED_INFORMATION_TECHNOLOGY_PUBLIC_COMPANY_LTD,5bb58630b66273001e4af9ea,2018-10-04T03:17:04.371Z,2018-10-04
DNA___Software_Defined_Access,NULL,NULL,NULL,Cannot provision SDA Fabric switches after upgrading DNAC to 1.2.5,sda_new_case_1,3,685432660,SDA,AMER,,Appliance_sd_access,C3_TO_BE_ASSIGNED_CPR_COMPANY,5bc4fe68bb1be5001528cf18,2018-10-15T20:54:00.407Z,2018-10-15
DNA___Software_Defined_Access,NULL,NULL,NULL,DNA SDA POC Guest ISE portal problems,sda_new_case_1,3,685646863,SDA,AMER,,Appliance_sd_access,C3_TO_BE_ASSIGNED_CPR_COMPANY,5bef0d6fa51f4500159b26d9,2018-11-16T18:33:19.531Z,2018-11-16
DNA___Software_Defined_Access,NULL,SDNMGMT,201703617,[SK C&C]DN1-HW-APL/SDA Issue,sda_new_case_1,3,685426119,SDA,EMEA,,Appliance_sd_access,SK_C&C_COMPANY_LTD,5bc449f6633c9e0018ae7c58,2018-10-15T08:04:06.855Z,2018-10-15
DNA___Software_Defined_Access,NULL,SDNMGMT,201056731,SDA Telemetry on Edge Switches,sda_new_case_1,3,685953215,SDA,AMER,,Appliance_sd_access,MONTANA_STATE_UNIVERSITY___BOZEMAN,5c38edc4980d910015fc6cf4,2019-01-11T19:25:56.691Z,2019-01-11
DNA___Software_Defined_Access,NULL,NULL,NULL,TEST SR for DNA dont touch it please,,,683658818,SDA,AMER,DNA_Software_Defined_Access,Switching,C3_TO_BE_ASSIGNED_CPR_COMPANY,5a6e8544107f9b01febaf1ca,2017-12-20T16:56:11.830Z,
DNA___Software_Defined_Access,NULL,NULL,93709013,This case is in continuation to SR 685827983.,sda_new_case_1,1,685845979,SDA,EMEA,,Switching,FISERV,5c1a2aceeb8dca00170c5332,2018-12-19T11:26:06.167Z,2018-12-19T00:00:00.000Z
DNA___Software_Defined_Access,NULL,NULL,NULL,[Proactive SR for customer's SDA Go-Live] Support for DNAC,sda_new_case_1,3,685514292,SDA,EMEA,,Switching,C3_TO_BE_ASSIGNED_CPR_COMPANY,5bd4198156b265001e4ec305,2018-10-27T07:53:37.283Z,2018-10-27
DNA___Software_Defined_Access,NULL,NULL,NULL,SDA:  Stack switch crash,sda_new_case_1,,683814473,SDA,AMER,DNA_Software_Defined_Access,Switching,C3_TO_BE_ASSIGNED_CPR_COMPANY,5a65d2d240780800154a8366,2018-01-22T12:02:26.168Z,
DNA___Software_Defined_Access,NULL,C9300,201784887,DNA/SDA Issue on Catalyst 9300,sda_new_case_1,3,685703294,SDA,AMER,,Switching,DOCAPOST,5bfd7f7f7b95cf001c90cc78,2018-11-27T17:31:43.701Z,2018-11-27
DNA___Software_Defined_Access,,,,DNAC - SDA Lisp Map-Cache issue.,,,683536761,SDA,AMER,DNA_Software_Defined_Access,Switching,TATA_CONSULTANCY_SERVICES_LTD,5a6e8544107f9b01febaf1b2,2017-12-07T12:41:57.962Z,
DNA___Software_Defined_Access,NULL,NULL,NULL,[Amore Pacific] catalyst 3K Software upgrade Job in SDA Environment,sda_new_case_1,,684113797,SDA,EMEA,DNA_Software_Defined_Access,Switching,CISCO,5aa24337dcd566001370aead,2018-03-09T08:17:59.858Z,
DNA___Software_Defined_Access,NULL,NULL,NULL,NASA/NICS SDA LDP | DNAC Log Review on Error,sda_new_case_1,,684135880,SDA,AMER,DNA_Software_Defined_Access,Switching,Cisco_Systems,5aa811ae46e4a0001a21a6fc,2018-03-13T18:00:14.755Z,
DNA___Software_Defined_Access,NULL,NULL,NULL,SDA switches authenticating to ISE every few seconds,sda_new_case_1,3,684374277,SDA,AMER,DNA_Software_Defined_Access,Switching,C3_TO_BE_ASSIGNED_CPR_COMPANY,5adf7b0dd4ec82001ea8c34e,2018-04-24T18:44:29.786Z,2018-04-24
DNA___Software_Defined_Access,NULL,C9300,201093751,MAC addresses with status DROP in SDA Deployment,sda_new_case_1,3,685720326,SDA,AMER,,Switching,PRIME_THERAPEUTICS_LLC,5c00062e68f62300241075cd,2018-11-29T15:30:54.204Z,2018-11-29
DNA___Software_Defined_Access,NULL,C9500,201562887,SDA Border switch - packet drops in overlay,sda_new_case_1,3,685915876,SDA,AMER,,Switching,DIMENSION_DATA_BELGIUM_SA,5c3349fe05c0fe001d91b028,2019-01-07T12:45:50.291Z,2019-01-07
DNA___Software_Defined_Access,NULL,SDNMGMT,201093751,Layer 2 Loop prevention needed in SDA,sda_new_case_1,3,685521374,SDA,AMER,,Switching,PRIME_THERAPEUTICS_LLC,5bd72a93a0fe8300218c01bc,2018-10-29T15:43:15.954Z,2018-10-29
DNA___Software_Defined_Access,NULL,NULL,NULL,Fiserv SDA: hardware forwarding issue on 3650,sda_new_case_1,,683831665,SDA,EMEA,DNA_Software_Defined_Access,Switching,C3_TO_BE_ASSIGNED_CPR_COMPANY,5a686604ea614c0014053573,2018-01-24T10:55:00.675Z,
DNA___Software_Defined_Access,NULL,C9300,95796064,SDA underlay fabric lost loopback address reachability OFFNET,sda_new_case_1,,684151462,SDA,AMER,DNA_Software_Defined_Access,Switching,ASTRAZENECA,5aaab4d824a794001326baaf,2018-03-15T18:00:56.181Z,
DNA___Software_Defined_Access,NULL,SDNMGMT,200526295,SDA - EID not getting registered in LISP Map Server,sda_new_case_1,3,684174944,SDA,AMER,DNA_Software_Defined_Access,Switching,GENPACT,5ab12a9ccb00f5001225a3e1,2018-03-20T15:37:00.288Z,
DNA___Software_Defined_Access,NULL,NULL,NULL,SDA Fabric Routing issue,sda_new_case_1,3,684603960,SDA,EMEA,DNA_Software_Defined_Access,Switching,C3_TO_BE_ASSIGNED_CPR_COMPANY,5b179c36733926001301b15b,2018-06-06T08:32:54.046Z,2018-06-06
DNA___Software_Defined_Access,NULL,NULL,NULL,SDA/DNA Migration: Proactive Case Support,sda_new_case_1,3,684758961,SDA,EMEA,DNA_Software_Defined_Access,Switching,C3_TO_BE_ASSIGNED_CPR_COMPANY,5b3b55a1c299b70020a8492c,2018-07-03T10:53:21.184Z,2018-07-03
DNA___Software_Defined_Access,NULL,C9300,95989567,SDA functionality - Port Config,sda_new_case_1,3,685940286,SDA,EMEA,,Switching,THE_MANCHESTER_AIRPORT_GROUP_PLC,5c36fb48fa8634001735edad,2019-01-10T07:59:04.875Z,2019-01-10
DNA___Software_Defined_Access,NULL,C9500,201562887,SDA Redundant Borders - use-petr loop,sda_new_case_1,3,685948516,SDA,EMEA,,Switching,DIMENSION_DATA_BELGIUM_SA,5c384cf05599010018046637,2019-01-11T07:59:44.875Z,2019-01-11
DNA___Software_Defined_Access,NULL,C9400,201603321,SDA Micro Segmentation not working with implicit deny,sda_new_case_1,3,685949209,SDA,EMEA,,Switching,DIMENSION_DATA_BELGIUM_SA,5c3871297fe13c002e462060,2019-01-11T10:34:17.391Z,2019-01-11
DNA___Software_Defined_Access,NULL,NULL,NULL,Expedia SDA Fabric Cutover- Proactive TAC case,sda_new_case_1,3,685952132,SDA,AMER,,Switching,DIMENSION_DATA_CANADA__INC_,5c38cf2dd1c76a0021c87175,2019-01-11T17:15:25.958Z,2019-01-11
DNA___Software_Defined_Access,NULL,NULL,NULL,SDA Fabric Edge Ping failure,sda_new_case_1,3,685680792,SDA,AMER,,Switching,COMPUCOM_CANADA_CO,5bf714ce2f3d65001f5a6443,2018-11-22T20:42:54.758Z,2018-11-22
DNA___Software_Defined_Access,NULL,NULL,NULL,Unable to access DNAC & ISE in Customer POC SDA Network,sda_new_case_1,,684160132,SDA,APAC,DNA_Software_Defined_Access,Switching,C3_TO_BE_ASSIGNED_CPR_COMPANY,5aac5d3ee68b20001a08ce09,2018-03-17T00:11:42.373Z,
DNA___Software_Defined_Access,NULL,NULL,NULL,SDA 1.1.4 ISE 2.4 Integration issues,sda_new_case_1,3,684408771,SDA,AMER,DNA_Software_Defined_Access,Switching,C3_TO_BE_ASSIGNED_CPR_COMPANY,5ae87530d5cd420020141ab5,2018-05-01T14:09:52.723Z,2018-05-01
DNA___Software_Defined_Access,NULL,C9500,201983229,Cisco SDA DHCP traffic blocked on Border,sda_new_case_1,3,685923427,SDA,EMEA,,Switching,VERENIGING_VAN_VLAAMSE_STEDEN_EN_GEMEENT,5c346ad8fedfcd001b64f8ba,2019-01-08T09:18:16.994Z,2019-01-08
DNA___Software_Defined_Access,NULL,NULL,NULL,DN1-HW-APL//SDA network DNS resolution issue,sda_new_case_1,3,685471849,SDA,EMEA,,Switching,INFOSYS_TECHNOLOGIES_LTD,5bcd6ba5b8a183001bd8139d,2018-10-22T06:18:13.070Z,2018-10-22
DNA___Software_Defined_Access,NULL,C9400,201206298,SDA integration to SCCM Server Failed,sda_new_case_1,3,685500234,SDA,EMEA,,Switching,KOMPAS_GRAMEDIA,5bd1968991baa200185e0e73,2018-10-25T10:10:17.867Z,2018-10-25
DNA___Software_Defined_Access,NULL,C9500,95989567,SDA functionality - Port Up Down,sda_new_case_1,3,685969560,SDA,AMER,,Switching,THE_MANCHESTER_AIRPORT_GROUP_PLC,5c3df6a107259f0019b4c922,2019-01-15T15:05:05.421Z,2019-01-15
DNA___Software_Defined_Access,NULL,C9300,201127466,SDA: Over the Top Multicast not completely working,sda_new_case_1,3,685979466,SDA,AMER,,Switching,ITRIS_ENTERPRISE_AG,5c3f5e151c697300172279a1,2019-01-16T16:38:45.274Z,2019-01-16
DNA___Software_Defined_Access,NULL,NULL,NULL,SDA Setup DHCP issue,sda_new_case_1,3,685101886,SDA,APAC,,Switching,C3_TO_BE_ASSIGNED_CPR_COMPANY,5b834534ffb5270018da9c5e,2018-08-27T00:26:28.673Z,2018-08-27
DNA___Software_Defined_Access,NULL,NULL,NULL,Request of SDA Deployment Support,sda_new_case_1,3,684413134,SDA,APAC,DNA_Software_Defined_Access,Switching,CISCO,5ae93ff1cabc30001dc8a153,2018-05-02T04:34:57.919Z,2018-05-02
DNA___Software_Defined_Access,NULL,C9300,94839455,SDA - wired mobility not working,sda_new_case_1,3,684887235,SDA,EMEA,Others,Switching,HI3G_ACCESS_AB,5b56c96f5b2c75001ddede75,2018-07-24T06:38:39.153Z,2018-07-24
DNA___Software_Defined_Access,NULL,NULL,NULL,SDA Fabric experiencing packer loss and latency,sda_new_case_1,3,685909878,SDA,APAC,,Switching,CISCO_SYSTEMS__INC_,5c3008994ba2a200283b28f0,2019-01-05T01:30:01.804Z,2019-01-05
DNA___Software_Defined_Access,NULL,NULL,NULL,SDA Provisioned endpoint are not getting IP Address,sda_new_case_1,3,685959639,SDA,EMEA,,Switching,HCL_TECHNOLOGIES_LTD,5c3c794273e73a001b396e2a,2019-01-14T11:57:54.568Z,2019-01-14
DNA___Software_Defined_Access,NULL,NULL,NULL,SDA - silent hosts problem,sda_new_case_1,3,686005541,SDA,AMER,,Switching,C3_TO_BE_ASSIGNED_CPR_COMPANY,5c45e642235a090027401ff8,2019-01-21T15:33:22.447Z,2019-01-21
DNA___Software_Defined_Access,NULL,SDNMGMT,201592251,Bad dataplane performance from SDA fabric to the outside,sda_new_case_1,3,685248008,SDA,EMEA,,Switching,ING_GROEP_NV,5ba0d8846468aa001d54a6db,2018-09-18T10:50:44.552Z,2018-09-18
DNA___Software_Defined_Access,NULL,SDNMGMT,201511305,SDA Wired User can't browse ISE (especially Guest Portal Page) and DNA pages,sda_new_case_1,3,685424842,SDA,APAC,,Switching,HAITONG_SECURITIES_LTD,5bc3f1f49eef12001477c214,2018-10-15T01:48:36.396Z,2018-10-15
DNA___Software_Defined_Access,NULL,SDNMGMT,201418972,Cisco SDA - CTS Env data is not getting refreshed,sda_new_case_1,3,685700598,SDA,AMER,,Switching,CAP_GEMINI_ERNST_&_YOUNG_CONSULTING_INDIA_PRIVATE_LTD,5bfd42cc6f0337001ccd1a15,2018-11-27T13:12:44.307Z,2018-11-27
DNA___Software_Defined_Access,NULL,NULL,NULL,Expedia SDA Fabric - Routing issues when remote route flaps,sda_new_case_1,3,685974395,SDA,APAC,,Switching,DIMENSION_DATA_CANADA__INC_,5c3e89ec37ca610014ff51b9,2019-01-16T01:33:32.602Z,2019-01-16
DNA___Software_Defined_Access,NULL,SDNMGMT,201703430,switches used in SDA is having NTP vulnerability,sda_new_case_1,3,685544037,SDA,EMEA,,Switching,WIPRO_LTD,5bdac10603a679001d9df9de,2018-11-01T09:01:58.121Z,2018-11-01
DNA___Software_Defined_Access,NULL,N9500,95382433,Chassis Replacement,sda_new_case_1,,683984489,SDA,EMEA,DNA_Software_Defined_Access,Switching,INTUIT_INC,5a867d4d34d03d001f44b4ee,2018-02-16T06:42:21.255Z,
DNA___Software_Defined_Access,NULL,NULL,NULL,SDA Fabric - DHCP is not working from one switch,sda_new_case_1,3,685460272,SDA,APAC,,Switching,C3_TO_BE_ASSIGNED_CPR_COMPANY,5bc9454a2b95fc0014d31a4d,2018-10-19T02:45:30.951Z,2018-10-19
DNA___Software_Defined_Access,NULL,SDNMGMT,200526295,DUP packets for ICMP reply from host outside of SDA Fabric,sda_new_case_1,,684147708,SDA,EMEA,DNA_Software_Defined_Access,Switching,GENPACT,5aaa3dd884b16a001423223b,2018-03-15T09:33:12.144Z,
DNA___Software_Defined_Access,NULL,C9300,201093751,Queue Drops with Cisco CVD Deployment on mgig ports in SDA,sda_new_case_1,3,685965619,SDA,AMER,,Switching,PRIME_THERAPEUTICS_LLC,5c3d2249af0e00002069bab7,2019-01-14T23:59:05.060Z,2019-01-14
DNA___Software_Defined_Access,NULL,NULL,NULL,SDA DHCP REQUEST NOT BEING PASSED UPSTREAM FROM THE EDGE,sda_new_case_1,3,685712379,SDA,AMER,,Switching,CISCO_APAC,5bfed0d245a01400153cf06a,2018-11-28T17:30:58.124Z,2018-11-28
DNA___Software_Defined_Access,NULL,C3750X,201008880,Which Generating CRC Errors,sda_new_case_1,,683805166,SDA,AMER,DNA_Software_Defined_Access,Switching,PRIMESYS_BRADESCO,5a6216641f7a580011db12c5,2018-01-19T16:01:40.504Z,
DNA___Software_Defined_Access,NULL,C9300,201212569,STACK CONFIGURATION Cisco 9300,sda_new_case_1,,683824211,SDA,AMER,DNA_Software_Defined_Access,Switching,ZETES_MULTICOM,5a67491cb2c59400143a76d0,2018-01-23T14:39:24.640Z,
DNA___Software_Defined_Access,NULL,C9300,201145308,DNA essentials deployment assistance,,,683720566,SDA,AMER,DNA_Software_Defined_Access,Switching,MOODY_INSURANCE_AGENCY,5a6e8544107f9b01febaf1d7,2018-01-05T16:46:19.550Z,
DNA___Software_Defined_Access,NULL,C6000,200856034,Assistance needed for Vulnerability clossure,,,683761461,SDA,AMER,DNA_Software_Defined_Access,Switching,CAPGEMINI_INDIA_PVT_LTD,5a6e8545107f9b01febaf1e1,2018-01-12T12:36:09.430Z,
DNA___Software_Defined_Access,NULL,C9500,200804859,SDA Control Plane/Border Node Failure Recovery,sda_new_case_1,3,685878127,SDA,AMER,,Switching,OAKLAND_COUNTY,5c24f36f44c3f30023a24c73,2018-12-27T15:44:47.771Z,2018-12-27T00:00:00.000Z
DNA___Software_Defined_Access,NULL,C9300,201172152,Proactive tac for support of shifting from traditional network to SDA Fabric,sda_new_case_1,3,684954380,SDA,AMER,DNA_Software_Defined_Access,Switching,NATIONAL_STOCK_EXCHNAGE_OF_INDIA_LTD,5b633078858b3d0015388dd7,2018-08-02T16:25:28.878Z,2018-08-02
DNA___Software_Defined_Access,NULL,NULL,NULL,SDA fusion dropping packets 5% packet loss,sda_new_case_1,3,685119326,SDA,APAC,,Switching,DIMENSION_DATA_NORTH_AMERICA_INC,5b85ed02622e3b0021fc34f9,2018-08-29T00:46:58.123Z,2018-08-29
DNA___Software_Defined_Access,NULL,NULL,NULL,SDA PoC setup for customer and testing - Support,sda_new_case_1,3,685469605,SDA,APAC,,Switching,DIMENSION_DATA_CANADA__INC.,5bcbd664a92c5d0024456b1f,2018-10-21T01:29:08.143Z,2018-10-21
DNA___Software_Defined_Access,NULL,NULL,NULL,ipv6 host impacted by SDA solution,sda_new_case_1,3,685703373,SDA,AMER,,Switching,CISCO_SYSTEMS,5bfd8116d35a650018f43aad,2018-11-27T17:38:30.624Z,2018-11-27
DNA___Software_Defined_Access,,,,Switch Line card Error,,,683723618,SDA,APAC,DNA_Software_Defined_Access,Switching,TATA_CONSULTANCY_SERVICES_LTD,5a6e8544107f9b01febaf1da,2018-01-07T04:48:35.281Z,
DNA___Software_Defined_Access,NULL,SDNMGMT,201247714,DNA wont gather inventory,sda_new_case_1,,684040568,SDA,AMER,DNA_Software_Defined_Access,Switching,CDW_LIMITED,5a943afe504f800017c32e05,2018-02-26T16:51:10.300Z,
DNA___Software_Defined_Access,NULL,SDNMGMT,201460368,T20181219.0229 - PXE boot is not working inside the SDA fabric,sda_new_case_1,3,685846500,SDA,AMER,,Switching,ELISA_SANTA_MONICA_OY,5c1a42dbd27648001e4c2f07,2018-12-19T13:08:43.695Z,2018-12-19T00:00:00.000Z
DNA___Software_Defined_Access,NULL,NULL,NULL,SDA 1.1.6 2 Switches dont seem to be doing client  Authentication.,sda_new_case_1,3,684920962,SDA,AMER,DNA_Software_Defined_Access,Switching,DIMENSION_DATA_NORTH_AMERICA_INC,5b5cefc1b27997001a84f631,2018-07-28T22:35:45.677Z,2018-07-28
DNA___Software_Defined_Access,NULL,C9500,95803638,Cisco VC units not working on SDA fabric edge,sda_new_case_1,3,684729100,SDA,EMEA,DNA_Software_Defined_Access,Switching,ASTRA_ZENECA,5b34c4ec696b7b0017e2ffde,2018-06-28T11:22:20.403Z,2018-06-28
DNA___Software_Defined_Access,NULL,C9500,201575896,Unable to pxe boot from new SDA campus fabric network,sda_new_case_1,3,686009031,SDA,APAC,,Switching,CURTIN_UNIVERSITY_OF_TECHNOLOGY,5c46a020219c1800211909cb,2019-01-22T04:46:24.994Z,2019-01-22
DNA___Software_Defined_Access,NULL,SDNMGMT,201594401,Freezes during calls between 2 IP Phones in SDA fabric,sda_new_case_1,2,685268318,SDA,AMER,,Switching,UNITED_NATIONS_OFFICE_GENEVA,5ba3b34f04baaf001449ad45,2018-09-20T14:48:47.430Z,2018-09-20
DNA___Software_Defined_Access,NULL,SDNMGMT,201666829,SDA環境でのスイッチへの手動設定について,sda_new_case_1,4,685451370,SDA,APAC,,Switching,OKINAWA_GENERAL_BUREAU,5bc7d791d60a88001cadadb7,2018-10-18T00:45:05.701Z,2018-10-18
DNA___Software_Defined_Access,NULL,NULL,NULL,Discover - SDA- DNAC showing authentication error on provisioning the switch,sda_new_case_1,3,684249419,SDA,AMER,DNA_Software_Defined_Access,Switching,C3_TO_BE_ASSIGNED_CPR_COMPANY,5ac390a1ef3176001dc3ac7e,2018-04-03T14:33:05.866Z,2018-04-03
DNA___Software_Defined_Access,NULL,NULL,NULL,Voice IP Phone isssue when host goes up/down in daisy chain setup of SDA Fab,sda_new_case_1,3,684816500,SDA,AMER,DNA_Software_Defined_Access,Switching,JQ_NETWORK_PTE_LTD,5b475437fa08430020b31954,2018-07-12T13:14:31.650Z,2018-07-12
DNA___Software_Defined_Access,NULL,C1C4500,92790966,SDA Endpoints Issue- Most of Endpoints are not reachable on the network,sda_new_case_1,3,685886694,SDA,EMEA,,Switching,HOUSING_BANK_FOR_TRADE_&_FINANCE,5c29d5d7b7e4cf00200bdd01,2018-12-31T08:39:51.403Z,2018-12-31T00:00:00.000Z
DNA___Software_Defined_Access,NULL,NULL,NULL,SDA Fabric Switches Cannot Authenticate via TACACS to fabric Edge Switches,sda_new_case_1,3,684952188,SDA,AMER,Others,Switching,DIMENSION_DATA_NORTH_AMERICA_INC,5b6303e4e468990015f18bcb,2018-08-02T13:15:16.386Z,2018-08-02
DNA___Software_Defined_Access,,,,Switch Line card Error,,,683723618,SDA,APAC,,Switching,TATA_CONSULTANCY_SERVICES_LTD,5a6e8544107f9b01febaf1db,2018-01-07T04:48:35.603Z,
DNA___Software_Defined_Access,NULL,C6000,200656654,WS-C6509-E // RMA Request,,,683769691,SDA,APAC,DNA_Software_Defined_Access,Switching,GENPACT_INDIA_LTD,5a6e8545107f9b01febaf1e3,2018-01-15T05:02:02.166Z,
DNA___Software_Defined_Access,NULL,C6800FD,200701612,Replace switch - dead,,,683829359,SDA,APAC,DNA_Software_Defined_Access,Switching,INVESCO,5a6e8545107f9b01febaf1eb,2018-01-24T01:44:20.833Z,
DNA___Software_Defined_Access,NULL,C9300,91161016,DNA center QOS configuration,sda_new_case_1,,684149447,SDA,AMER,DNA_Software_Defined_Access,Switching,CGI,5aaa818b870170001867046c,2018-03-15T14:22:03.772Z,
DNA___Software_Defined_Access,NULL,C2960X,201512326,SWITCH NOT WORKING,sda_new_case_1,3,685011276,SDA,EMEA,,Switching,GOVT_OF_WEST_BENGAL,5b6eb80027edc50013d097cd,2018-08-11T10:18:40.990Z,2018-08-11
DNA___Software_Defined_Access,NULL,NULL,NULL,eth 3/36/4 is down,sda_new_case_1,3,685067212,SDA,APAC,,Switching,DIMENSION_DATA_INDIA_PVT_LTD.,5b7b77531d8b820021e5896d,2018-08-21T02:22:11.938Z,2018-08-21
DNA___Software_Defined_Access,NULL,NULL,NULL,Cat9300 [16.6.4] is not forwarding traffic via VxLAN,sda_new_case_1,3,685152989,SDA,EMEA,,Switching,C3_TO_BE_ASSIGNED_CPR_COMPANY,5b8e651b7a78560018b83025,2018-09-04T10:57:31.493Z,2018-09-04
DNA___Software_Defined_Access,NULL,C3850,200861142,switch down,sda_new_case_1,3,685281786,SDA,APAC,,Switching,MERCK_SHARP_&_DOHME__SINGAPORE__LTD.,5ba6e31a4fd719001c478fe2,2018-09-23T00:49:30.897Z,2018-09-23
DNA___Software_Defined_Access,NULL,C1AIRF,95893173,DNA Center can't provision configuration to 3850 switches,sda_new_case_1,3,685315567,SDA,AMER,,Switching,South_Dakota_State_University,5bacfc49dd9cec0015c0c11d,2018-09-27T15:50:33.148Z,2018-09-27
DNA___Software_Defined_Access,NULL,N9300,2314332,Software update question,sda_new_case_1,3,685344907,SDA,AMER,,Switching,CRUTCHFIELD,5bb3c54b1c4c6900251d6113,2018-10-02T19:21:47.184Z,2018-10-02
DNA___Software_Defined_Access,NULL,SDNMGMT,201594666,ARP table issue on edge node,sda_new_case_1,3,685535784,SDA,EMEA,,Switching,MICRON_SEMICONDUCTOR_TECHNOLOGY_SHANGHAI_COMPANY_LTD,5bd967499764f80018fed18f,2018-10-31T08:26:49.377Z,2018-10-31
DNA___Software_Defined_Access,NULL,NULL,NULL,DNAC caused customer sat issue,sda_new_case_1,3,685567184,SDA,AMER,,Switching,C3_TO_BE_ASSIGNED_CPR_COMPANY,5be0765259e6510018fb4575,2018-11-05T16:56:50.684Z,2018-11-05
DNA___Software_Defined_Access,NULL,C9400,95341850,Cisco9410 sync up issue with DNA center,sda_new_case_1,3,685693996,SDA,AMER,,Switching,EPLUS_TECHNOLOGY_INC,5bfc4cd2ba1d450018a0b725,2018-11-26T19:43:14.276Z,2018-11-26
DNA___Software_Defined_Access,,,,Trustsec policies not getting enforced.,sda_new_case_2,,683729014,SDA,EMEA,DNA_Software_Defined_Access,Switching,WIPRO_LTD,5a57112f1359f71a9fd675fb,2018-01-11T07:24:31.152Z,
DNA___Software_Defined_Access,NULL,C9300,95796064,DNAC doesn't push configuration on switch interface,sda_new_case_1,,683826481,SDA,AMER,DNA_Software_Defined_Access,Switching,ASTRAZENECA_PHARMACEUTICALS___CISCO,5a6779ad2a86e4001a65c93f,2018-01-23T18:06:37.996Z,
DNA___Software_Defined_Access,NULL,3KAGG,201151224,WS-C3850-48XS-E// switches are intermittently not uploading,,,683811289,SDA,AMER,DNA_Software_Defined_Access,Switching,DEPARTAMENT_INFORMATIZACII_I_SVJAZI_KRASNODARSKOGO_KRAJA,5a6e8545107f9b01febaf1e7,2018-01-25T12:14:17.445Z,
DNA___Software_Defined_Access,NULL,NULL,NULL,Licenses will not associate with ISRv (smart licensing),sda_new_case_1,,683861965,SDA,AMER,DNA_Software_Defined_Access,Switching,C3_TO_BE_ASSIGNED_CPR_COMPANY,5a6f62d9c4f01b0012346ef8,2018-01-29T18:07:21.308Z,
DNA___Software_Defined_Access,NULL,N7000,94650999,Upgrading the Nexus 7K Switches from 6.1.2  to  6.2.18.,sda_new_case_1,,683893504,SDA,APAC,DNA_Software_Defined_Access,Switching,ANZ_BANK_LTD,5a73cce343bbf9001aa80d3c,2018-02-02T02:28:51.470Z,
DNA___Software_Defined_Access,NULL,C3650,201132047,Network loss of more than 150 users Kindly raise P1,sda_new_case_1,,683928373,SDA,AMER,DNA_Software_Defined_Access,Switching,FISERV_INDIA_PVT__LTD_,5a7b3af977be4c001727503a,2018-02-07T17:44:25.433Z,
DNA___Software_Defined_Access,NULL,NULL,NULL,DNAC  error  message in device inventory  : failed to provision switch,sda_new_case_1,,684164094,SDA,EMEA,DNA_Software_Defined_Access,Switching,C3_TO_BE_ASSIGNED_CPR_COMPANY,5aaf69922c6db30023322d48,2018-03-19T07:41:06.682Z,
DNA___Software_Defined_Access,NULL,NULL,NULL,LAN automation - not provisioning,sda_new_case_1,3,684174107,SDA,AMER,DNA_Software_Defined_Access,Switching,C3_TO_BE_ASSIGNED_CPR_COMPANY,5ab11804f814120011b59226,2018-03-20T14:17:40.250Z,
DNA___Software_Defined_Access,NULL,C6000,94650999,Port-channel Dropping packets,sda_new_case_1,3,684278668,SDA,APAC,DNA_Software_Defined_Access,Switching,ANZ_BANK_LEVEL,5acaf357b2a40f001d79e460,2018-04-09T05:00:07.479Z,2018-04-09
DNA___Software_Defined_Access,NULL,C3650,201132047,Dot1x endpoints are in broken state,sda_new_case_1,3,684369670,SDA,EMEA,DNA_Software_Defined_Access,Switching,FISERV_INDIA_PVT__LTD_,5adeeddf17242d0017be8230,2018-04-24T08:42:07.042Z,2018-04-24
DNA___Software_Defined_Access,NULL,C9300,91235965,DNA Amerihealth Caritas - Test Case,sda_new_case_1,3,684404987,SDA,AMER,DNA_Software_Defined_Access,Switching,KEYSTONE_MERCY_HEALTH_PLAN,5ae75ba7e290340013ccea2c,2018-04-30T18:08:39.183Z,2018-04-30
DNA___Software_Defined_Access,NULL,C9500,201336601,StackWise Virtual not working,sda_new_case_1,3,684467346,SDA,EMEA,DNA_Software_Defined_Access,Switching,WESTERN_AUSTRALIA_POLICE_SERVICE,5af56963768ab60025d4a766,2018-05-11T09:58:59.725Z,2018-05-11
DNA___Software_Defined_Access,NULL,C9300,201239710,Devices getting failed in DNAC,sda_new_case_1,3,684552685,SDA,EMEA,DNA_Software_Defined_Access,Switching,TATA_CONSULTANCY_SERVICES_LTD,5b0bad2170a062001462ae96,2018-05-28T07:17:53.967Z,2018-05-28
DNA___Software_Defined_Access,NULL,SDNMGMT,201389026,DNA-Upgrade,sda_new_case_1,3,684727861,SDA,EMEA,DNA_Software_Defined_Access,Switching,GUOTAI_JUNAN_SECURITIES_CO.__LTD.,5b34890345ee00002b47c804,2018-06-28T07:06:43.595Z,2018-06-28
DNA___Software_Defined_Access,NULL,NULL,NULL,Need Support with DNAC configuration,sda_new_case_1,3,684753805,SDA,AMER,DNA_Software_Defined_Access,Switching,FINGER_LAKES_TECHNOLOGIES_GROUP_INC,5b3a990bdaf5e20022c31d83,2018-07-02T21:28:43.654Z,2018-07-02
